,word_appear_set,class_word_appear_set,word_doc_set,doc_class_set,bdc
confirm,"[6, 14, 2, 3, 2, 1, 7, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 13, 2, 3, 2, 1, 4, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.307368062963
fire,"[8, 10, 10, 6, 0, 0, 0, 6]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 6, 4, 6, 0, 0, 0, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.368110887427
know,"[5, 21, 7, 3, 1, 1, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 19, 6, 3, 1, 1, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.149444709187
compens,"[12, 6, 9, 1, 0, 2, 0, 10]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 6, 8, 1, 0, 2, 0, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.431845533821
fujitsu,"[0, 35, 0, 5, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 12, 0, 5, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.698590329156
ferruzzi,"[0, 40, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 6, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
live,"[2, 3, 2, 23, 3, 0, 0, 6]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 3, 2, 21, 3, 0, 0, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.418158763607
threaten,"[0, 6, 5, 17, 0, 4, 2, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 6, 4, 16, 0, 4, 1, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.216924644713
siemen,"[4, 35, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 11, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.843000479627
afg,"[3, 36, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 19, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.871372369992
occur,"[9, 9, 3, 3, 6, 5, 1, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[9, 9, 3, 3, 6, 5, 1, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0911042159964
resign,"[9, 24, 0, 2, 0, 0, 0, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[6, 16, 0, 1, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.462832123227
lake,"[11, 11, 2, 0, 0, 0, 0, 15]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[10, 7, 2, 0, 0, 0, 0, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.726980329105
larger,"[8, 12, 9, 4, 4, 0, 2, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[8, 11, 8, 4, 4, 0, 2, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.205566383532
licens,"[5, 28, 4, 2, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 19, 2, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.437384984421
resist,"[0, 11, 12, 7, 3, 6, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 10, 10, 7, 3, 5, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.301242271395
satisfactori,"[24, 13, 0, 2, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[14, 13, 0, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.52907806344
univers,"[5, 25, 1, 2, 1, 0, 0, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 13, 1, 2, 1, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.393012938857
regist,"[20, 10, 3, 0, 0, 2, 0, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[19, 7, 3, 0, 0, 2, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.308592270226
cos,"[22, 16, 0, 0, 0, 0, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[21, 14, 0, 0, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.486165933708
spain,"[1, 8, 1, 6, 2, 11, 7, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 5, 1, 3, 1, 4, 2, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.303327863667
stage,"[12, 8, 1, 6, 7, 4, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 7, 1, 6, 6, 3, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.164760280499
object,"[5, 13, 4, 10, 6, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 13, 4, 9, 5, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.230098609524
year-end,"[25, 11, 0, 1, 0, 1, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[24, 10, 0, 1, 0, 1, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.306221379551
michigan,"[10, 21, 1, 1, 0, 0, 0, 6]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[8, 10, 1, 1, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.499379379537
rainbow,"[1, 38, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 6, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.943572496439
diversifi,"[14, 19, 2, 1, 1, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[12, 17, 2, 1, 1, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.228216637384
renault,"[3, 35, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 8, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.868989554358
lot,"[8, 10, 5, 8, 4, 1, 1, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[7, 9, 4, 8, 1, 1, 1, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0411587640439
via,"[5, 11, 1, 3, 10, 8, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 11, 1, 2, 8, 8, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.38120277547
concentr,"[13, 20, 0, 3, 1, 0, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 19, 0, 3, 1, 0, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.266784414787
smith,"[15, 10, 3, 6, 4, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 8, 3, 3, 3, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.247595061676
rapid,"[5, 8, 1, 15, 5, 1, 2, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 8, 1, 12, 5, 1, 1, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.160113881779
interst,"[11, 26, 0, 0, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 13, 0, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.528692066026
optimist,"[17, 2, 7, 5, 1, 1, 1, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[16, 2, 6, 5, 1, 1, 1, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.13035033357
chain,"[11, 26, 0, 0, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[6, 19, 0, 0, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.560395496669
tradit,"[12, 4, 6, 7, 5, 1, 2, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[10, 4, 6, 6, 5, 1, 2, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0785238531837
aggreg,"[3, 20, 1, 0, 0, 3, 11, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 16, 1, 0, 0, 2, 5, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.642918953954
leverag,"[2, 34, 0, 2, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 28, 0, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.706847123445
justic,"[2, 36, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 23, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.902300502956
segment,"[27, 6, 1, 4, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[22, 6, 1, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.450899740878
dot,"[0, 33, 0, 0, 0, 0, 0, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 10, 0, 0, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.68563382372
especi,"[10, 5, 0, 11, 8, 1, 3, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[10, 5, 0, 9, 8, 1, 2, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.276984310822
permit,"[4, 20, 3, 8, 1, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 16, 3, 7, 1, 0, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.225400999935
ef,"[0, 37, 0, 0, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 25, 0, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.763512847846
sent,"[3, 18, 4, 7, 1, 2, 0, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 18, 4, 7, 1, 2, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.156372563327
hongkong,"[30, 7, 0, 0, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 4, 0, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.572444435293
barrier,"[0, 3, 1, 30, 4, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 3, 1, 23, 4, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.664782616349
seem,"[1, 10, 2, 12, 5, 4, 0, 4]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 8, 2, 10, 5, 4, 0, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.201452470814
advantag,"[8, 12, 6, 7, 2, 1, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[7, 11, 6, 5, 2, 1, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.104904738373
sugar,"[3, 29, 0, 5, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 11, 0, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.594248735025
implement,"[6, 2, 8, 15, 1, 1, 1, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 2, 8, 15, 1, 1, 1, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.166781962981
resum,"[10, 4, 12, 0, 3, 1, 0, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[10, 4, 11, 0, 3, 1, 0, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.352865895571
elimin,"[18, 8, 3, 5, 1, 1, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[15, 7, 3, 5, 1, 1, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.095309077296
lawson,"[1, 0, 6, 4, 10, 16, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 3, 1, 4, 6, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.491734997568
narrow,"[2, 2, 1, 12, 8, 8, 3, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 2, 1, 10, 8, 6, 3, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.216654381661
went,"[22, 2, 4, 5, 1, 2, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[21, 2, 4, 5, 1, 1, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.137601790831
appar,"[1, 14, 6, 7, 3, 4, 1, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 11, 5, 7, 3, 4, 1, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.0804269784818
surpris,"[3, 14, 0, 2, 2, 16, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 12, 0, 2, 2, 15, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.644100166223
deputi,"[2, 3, 15, 13, 4, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 3, 13, 11, 4, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.431734839048
bidder,"[0, 25, 4, 0, 6, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 18, 2, 0, 4, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.350188036896
stabilis,"[0, 0, 7, 1, 28, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 6, 1, 19, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.681152803182
reorgan,"[22, 11, 1, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[19, 7, 1, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.406558818721
merchant,"[6, 19, 0, 0, 1, 3, 0, 8]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[6, 14, 0, 0, 1, 2, 0, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.465550977688
hostil,"[4, 30, 2, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 25, 2, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.530567807195
italian,"[2, 22, 3, 0, 6, 3, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 13, 3, 0, 3, 2, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.224409262814
premium,"[17, 20, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[12, 18, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.668686180792
redston,"[0, 37, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 4, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
realiz,"[28, 7, 0, 2, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[23, 7, 0, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.584201630847
creditor,"[7, 15, 1, 2, 4, 7, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 10, 1, 2, 2, 5, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.260765334079
evalu,"[2, 26, 5, 2, 1, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 25, 5, 2, 1, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.268101500672
extens,"[3, 21, 8, 4, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 16, 6, 4, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.327779578752
backlog,"[28, 2, 0, 0, 0, 0, 0, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[25, 2, 0, 0, 0, 0, 0, 4]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.690818289904
valley,"[13, 23, 1, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[8, 10, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.563850642446
grew,"[9, 2, 0, 3, 0, 1, 22, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[8, 2, 0, 3, 0, 1, 12, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.836486436436
aerospac,"[6, 30, 0, 0, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[6, 17, 0, 0, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.624822560938
freight,"[5, 13, 0, 0, 0, 0, 0, 19]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 10, 0, 0, 0, 0, 0, 11]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.851543470195
houston,"[15, 16, 6, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[9, 9, 5, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.481548242441
bankruptci,"[17, 13, 6, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[12, 9, 3, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.407851339413
state-own,"[8, 20, 4, 0, 0, 0, 0, 5]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[7, 16, 4, 0, 0, 0, 0, 5]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.460931442519
sought,"[4, 19, 2, 9, 3, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 17, 2, 9, 3, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.31409096037
wagner,"[7, 29, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 19, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.765375187928
chines,"[4, 2, 3, 16, 4, 0, 0, 7]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 2, 6, 1, 0, 0, 6]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.377031715739
pursu,"[4, 20, 2, 3, 4, 2, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 19, 2, 3, 4, 2, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.122002330109
opinion,"[27, 5, 1, 0, 1, 2, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[13, 4, 1, 0, 1, 2, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.358925054097
nuclear,"[23, 10, 0, 2, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[15, 5, 0, 1, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.4124012684
jardin,"[32, 1, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 1, 0, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.687541457457
debit,"[36, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[21, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
nz,"[2, 16, 0, 5, 0, 4, 7, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 7, 0, 4, 0, 3, 4, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.385151088437
document,"[5, 26, 1, 3, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 18, 1, 3, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.3612073903
consumpt,"[0, 0, 30, 4, 0, 1, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 20, 4, 0, 1, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.594271668606
cross,"[1, 26, 5, 2, 0, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 15, 2, 2, 0, 0, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.353454641365
tool,"[2, 28, 5, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 15, 2, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.519366003195
carrier,"[6, 17, 0, 0, 0, 0, 0, 13]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 9, 0, 0, 0, 0, 0, 8]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.777795924596
assur,"[8, 17, 0, 8, 0, 1, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[7, 16, 0, 7, 0, 1, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.276140170112
big,"[13, 10, 3, 2, 5, 1, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 9, 3, 2, 5, 1, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.122717829876
calif,"[2, 33, 1, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 27, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.75099520133
distributor,"[12, 21, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[10, 19, 0, 3, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.498524872907
succeed,"[5, 14, 7, 6, 3, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 11, 7, 6, 3, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.194898662275
redeem,"[13, 19, 2, 1, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 16, 1, 1, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.305950922708
plastic,"[10, 23, 2, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[8, 16, 2, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.43573565259
speak,"[6, 4, 8, 9, 4, 2, 0, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[6, 4, 8, 9, 4, 1, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.14952988629
complaint,"[1, 15, 1, 17, 1, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 9, 1, 13, 1, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.433370975264
core,"[12, 20, 1, 0, 3, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[11, 12, 1, 0, 2, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.394210406658
sach,"[4, 30, 1, 0, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 15, 1, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.51246682274
him,"[0, 16, 6, 5, 7, 0, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 13, 4, 4, 5, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.270427355505
honeywel,"[10, 25, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.714209052543
southwest,"[10, 21, 3, 0, 0, 0, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 10, 3, 0, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.356600431148
hike,"[24, 2, 3, 1, 0, 5, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[23, 2, 1, 1, 0, 5, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.432522620555
imf,"[0, 0, 0, 5, 22, 8, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 4, 4, 6, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.576226487157
done,"[5, 9, 1, 13, 4, 2, 1, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[5, 9, 1, 11, 3, 2, 1, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.186713427692
satisfi,"[4, 16, 3, 6, 4, 2, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[4, 15, 3, 6, 4, 2, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.18431645315
statist,"[1, 1, 2, 22, 2, 2, 3, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 2, 20, 2, 2, 3, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.249723916211
stand,"[3, 12, 2, 7, 6, 1, 1, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 11, 2, 5, 6, 1, 1, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.101062121076
